geneSymbol	Context2	DEG_chr	DEG_start	DEG_end	geneType
ENSG00000227745	AvT	chr2	132132856	132139429	unprocessed_pseudogene
NTRAS	AvT	chr1	211639440	211654627	lncRNA
ENSG00000227803	AvT	chr6	20212011	20355310	lncRNA
ENSG00000227885	AvT	chr6	53724325	53794904	lncRNA
RAPGEF4-AS1	AvT	chr2	172677132	172736367	lncRNA
ENSG00000228033	AvT	chr2	52722669	52961484	lncRNA
ENSG00000228222	AvT	chr2	167293171	167558333	lncRNA
CYP4F29P	AvT	chr21	13846759	13847713	transcribed_unprocessed_pseudogene
MIR646HG	AvT	chr20	60047154	60653784	lncRNA
REL-DT	AvT	chr2	60823069	60882232	lncRNA
RRAGC-DT	AvT	chr1	38859886	38965038	lncRNA
LINC01546	AvT	chrX	3271504	3291550	lncRNA
FNDC10	AvT	chr1	1598012	1600135	protein_coding
LALTOP	AvT	chr2	1447968	1620113	lncRNA
HOTAIR	AvT	chr12	53962308	53975055	lncRNA
ROCR	AvT	chr17	71829870	72058073	lncRNA
ENSG00000228643	AvT	chr2	285770	301515	lncRNA
PPIAP59	AvT	chr19	50927079	50927571	processed_pseudogene
CES1P1	AvT	chr16	55760642	55793960	transcribed_unprocessed_pseudogene
ENSG00000228707	AvT	chr9	116012361	116012965	lncRNA
MIR365BHG	AvT	chr17	31571074	31575659	lncRNA
THRB-AS1	AvT	chr3	24493985	24681711	lncRNA
PCMTD1-DT	AvT	chr8	51899229	52022974	lncRNA
MIR4500HG	AvT	chr13	87427183	87674235	lncRNA
ENSG00000228826	AvT	chr1	121464699	121519630	lncRNA
ENSG00000228933	AvT	chrX	27016335	27399033	lncRNA
LINC01038	AvT	chr13	79804309	79805689	lncRNA
VIM-AS1	AvT	chr10	17214239	17230029	lncRNA
CCDC26	AvT	chr8	128634199	129723023	lncRNA
SNX18P4	AvT	chr9	66082350	66083187	transcribed_processed_pseudogene
EPHA1-AS1	AvT	chr7	143407562	143523449	lncRNA
LINC00382	AvT	chr13	79872581	79918042	lncRNA
ENSG00000229195	AvT	chr2	165794857	165846230	lncRNA
ENSG00000229257	AvT	chr9	137054133	137062829	lncRNA
ENSG00000229459	AvT	chr7	46261064	46294469	lncRNA
NKX1-2	AvT	chr10	124445243	124450035	protein_coding
ENSG00000229618	AvT	chr7	12726152	13751920	lncRNA
MYOSLID	AvT	chr2	207165961	207253323	lncRNA
ANKRD33BP1	AvT	chr2	95525345	95527220	transcribed_unprocessed_pseudogene
FAM242E	AvT	chr9	61890586	61911123	lncRNA
ENSG00000229771	AvT	chr20	40693988	40866186	lncRNA
LINC02624	AvT	chr10	106140143	106188722	lncRNA
ENSG00000229848	AvT	chr17	81514047	81527776	lncRNA
CASC20	AvT	chr20	6446723	6580186	lncRNA
TAX1BP1-AS1	AvT	chr7	27689111	27740395	lncRNA
ENSG00000229962	AvT	chr21	25453289	25567169	lncRNA
ENSG00000229970	AvT	chr7	8262264	8344516	lncRNA
LINC01435	AvT	chr10	107694973	108522143	lncRNA
TEX53	AvT	chr9	114656304	114662374	protein_coding
LINC01433	AvT	chr20	4192932	4195953	lncRNA
HSDL2-AS1	AvT	chr9	112399183	112487204	lncRNA
IFITM3P4	AvT	chr7	56163145	56163533	processed_pseudogene
LINC03125	AvT	chr20	23159587	23190419	lncRNA
ANKRD18B	AvT	chr9	33524251	33608848	protein_coding
LNCTSI	AvT	chr21	36430289	36627435	lncRNA
ENSG00000230490	AvT	chr13	33354744	33676883	lncRNA
ENSG00000230498	AvT	chr1	77081984	77086402	lncRNA
ENSG00000230521	AvT	chr6	29887294	29888268	transcribed_unprocessed_pseudogene
KMT2CP5	AvT	chr2	91696452	91714745	transcribed_unprocessed_pseudogene
ENSG00000230615	AvT	chr1	44030414	44115913	lncRNA
ENSG00000230637	AvT	chr22	25327252	25339975	transcribed_unprocessed_pseudogene
GGTLC4P	AvT	chr22	24248074	24249466	transcribed_unprocessed_pseudogene
ENSG00000230834	AvT	chr11	1771630	1778587	lncRNA
OCLNP1	AvT	chr5	71074225	71093193	transcribed_unprocessed_pseudogene
SNX18P13	AvT	chr21	13905960	13906488	processed_pseudogene
ENSG00000230990	AvT	chr20	11234170	11301584	lncRNA
FDPSP7	AvT	chr7	76968197	76969250	processed_pseudogene
LNCAROD	AvT	chr10	52445975	52755570	lncRNA
SPRY4-AS1	AvT	chr5	142325177	142761042	lncRNA
KRT8P10	AvT	chr2	183071040	183072486	processed_pseudogene
ITPR1-DT	AvT	chr3	4479281	4493205	lncRNA
APCDD1L-DT	AvT	chr20	58515379	58623080	lncRNA
IGKV1OR2-108	AvT	chr2	113406396	113406872	IG_V_gene
LINC00689	AvT	chr7	159006492	159030195	lncRNA
FAM27C	AvT	chr9	61854038	62096920	lncRNA
FAM225A	AvT	chr9	113111624	113119928	lncRNA
SLC47A1P2	AvT	chr17	19615789	19633132	transcribed_unprocessed_pseudogene
LINC01698	AvT	chr1	209350401	209380518	lncRNA
LINC01704	AvT	chr1	158131983	158149810	lncRNA
LINC01090	AvT	chr2	187711775	188384400	lncRNA
TMSB15B-AS1	AvT	chrX	103845151	103919548	lncRNA
CHODL-AS1	AvT	chr21	17835016	17885608	lncRNA
ENSG00000231769	AvT	chr6	46096004	46129857	lncRNA
ENSG00000231856	AvT	chr13	51803838	51813834	lncRNA
KRT17P3	AvT	chr17	30567700	30571748	transcribed_unprocessed_pseudogene
ENSG00000231881	AvT	chr6	44058792	44089288	lncRNA
ENSG00000231901	AvT	chr9	117840322	117897256	lncRNA
NRXN1-DT	AvT	chr2	51032601	52407917	lncRNA
PSG1	AvT	chr19	42866464	42879822	protein_coding
CT69	AvT	chr6	134428239	134524668	lncRNA
ENSG00000232072	AvT	chr7	46890625	47049678	lncRNA
LINC01873	AvT	chr2	66383306	66392450	lncRNA
ENSG00000232176	AvT	chr9	19200335	19201046	processed_pseudogene
GRHL3-AS1	AvT	chr1	24307556	24321903	lncRNA
LINC03002	AvT	chr6	134524505	134689399	lncRNA
LINC02518	AvT	chr6	113345749	113441455	lncRNA
SEMA3B-AS1	AvT	chr3	50265974	50276052	lncRNA
FTLP2	AvT	chrX	30630298	30630825	processed_pseudogene
CABP7-DT	AvT	chr22	29705256	29719926	lncRNA
TGFB2-AS1	AvT	chr1	218344145	218347866	lncRNA
ENSG00000232546	AvT	chr7	66848496	66858136	transcribed_unprocessed_pseudogene
LINC00665	AvT	chr19	36259540	36331770	lncRNA
LINC03033	AvT	chr14	61570405	61658696	lncRNA
LINC01162	AvT	chr7	20835326	21023367	lncRNA
BRWD1P3	AvT	chr7	17033089	17033478	processed_pseudogene
CYP1B1-AS1	AvT	chr2	38073447	38231651	lncRNA
ENSG00000233017	AvT	chr20	62427769	62447680	lncRNA
PHGR1	AvT	chr15	40351033	40356434	protein_coding
ENSG00000233085	AvT	chr6	169286532	169292503	lncRNA
LINC00456	AvT	chr13	97117149	97187578	lncRNA
ENSG00000233275	AvT	chr2	95434759	95435113	transcribed_processed_pseudogene
IATPR	AvT	chr10	33055799	33116817	lncRNA
LINC01783	AvT	chr1	16514977	16535707	lncRNA
CDHR17P	AvT	chr7	81489472	81608710	transcribed_unitary_pseudogene
TMEM238	AvT	chr19	55379244	55384292	protein_coding
LINC00460	AvT	chr13	106374477	106384315	lncRNA
ENSG00000233539	AvT	chr7	46673785	46759851	lncRNA
LINC01392	AvT	chr7	115061537	115231355	lncRNA
TWIST2	AvT	chr2	238848032	238910534	protein_coding
ENSG00000233633	AvT	chr2	556498	578145	lncRNA
NRAD1	AvT	chr13	43908669	44042929	lncRNA
UFL1-AS1	AvT	chr6	96199810	96521745	lncRNA
IFNA13	AvT	chr9	21367372	21368057	protein_coding
GIRGL	AvT	chr7	20188113	20221710	lncRNA
ENSG00000233836	AvT	chr19	23790772	23833314	transcribed_unprocessed_pseudogene
LINC01503	AvT	chr9	129320968	129359549	lncRNA
LINC01694	AvT	chr21	45590717	45603088	lncRNA
MT1XP1	AvT	chr1	16241213	16241398	transcribed_processed_pseudogene
KRTAP5-AS1	AvT	chr11	1571353	1620791	lncRNA
ENSG00000233967	AvT	chr6	80390987	80466674	lncRNA
ENSG00000233978	AvT	chr2	43041193	43043782	lncRNA
LINC02433	AvT	chr4	157572470	157576154	lncRNA
AKAP8P1	AvT	chr9	11011748	11013096	processed_pseudogene
ENSG00000234147	AvT	chr6	140575530	140898472	lncRNA
ENSG00000234160	AvT	chr9	37509150	37510299	lncRNA
ZNF879	AvT	chr5	179023804	179035064	protein_coding
JAZF1-AS1	AvT	chr7	28180322	28243917	lncRNA
ENSG00000234338	AvT	chr7	64835280	64836882	processed_pseudogene
SNX18P7	AvT	chr9	33576380	33577014	transcribed_processed_pseudogene
OBI1-AS1	AvT	chr13	77919689	78617334	lncRNA
ENSG00000234396	AvT	chr1	2212523	2220738	lncRNA
CCDC188	AvT	chr22	20148416	20151055	protein_coding
LINC02765	AvT	chr1	225439845	225473786	lncRNA
ENSG00000234477	AvT	chr17	40921430	40975926	lncRNA
SOD1-DT	AvT	chr21	31624034	31659500	lncRNA
ELF3-AS1	AvT	chr1	201995696	202010463	lncRNA
SEC61G-DT	AvT	chr7	54759283	54814588	lncRNA
LINC02621	AvT	chr10	62289521	62304033	lncRNA
JUN-DT	AvT	chr1	58784166	59240555	lncRNA
ENSG00000234819	AvT	chr9	78219120	78219357	processed_pseudogene
LINC01239	AvT	chr9	22640681	22824213	lncRNA
LINC02925	AvT	chr22	46537892	46557010	lncRNA
OFD1P15Y	AvT	chrY	26055779	26088493	transcribed_unprocessed_pseudogene
SOX9-AS1	AvT	chr17	72067099	72237203	lncRNA
LINC02966	AvT	chr2	113282181	113431913	lncRNA
CDK5R2-AS1	AvT	chr2	218899739	218962135	lncRNA
ENSG00000235070	AvT	chr2	226086623	226185651	lncRNA
ARNILA	AvT	chr2	25369136	25376895	lncRNA
ANKRD65	AvT	chr1	1415637	1421769	protein_coding
BRD3OS	AvT	chr9	134025429	134034666	protein_coding
LINC02532	AvT	chr6	106705328	106824178	lncRNA
SMIM1	AvT	chr1	3772655	3776709	protein_coding
IL2RB-AS1	AvT	chr22	37166743	37182931	lncRNA
KRT18P16	AvT	chr5	123636110	123637403	processed_pseudogene
LINC00957	AvT	chr7	44039049	44044375	lncRNA
SPAAR	AvT	chr9	35909488	35937153	protein_coding
CNN3-DT	AvT	chr1	94926381	95067545	lncRNA
MSC-AS1	AvT	chr8	71828167	72118393	lncRNA
ENSG00000235610	AvT	chr2	223489090	223528308	lncRNA
ENSG00000235659	AvT	chr9	61861469	61869202	lncRNA
LINC00607	AvT	chr2	215611563	215925887	lncRNA
B3GALT4	AvT	chr6	33277123	33284832	protein_coding
RBMS3-AS3	AvT	chr3	29054570	29290726	lncRNA
NEXN-AS1	AvT	chr1	77881348	77889539	lncRNA
H2BW3P	AvT	chrX	104062101	104062988	transcribed_unprocessed_pseudogene
ENSG00000235959	AvT	chr2	95640181	95640604	transcribed_processed_pseudogene
LINC02941	AvT	chr6	139976352	140146226	lncRNA
HSPB1P1	AvT	chr9	72007881	72008136	processed_pseudogene
BNIP3P2	AvT	chr22	15349467	15350043	processed_pseudogene
SCN1A-AS1	AvT	chr2	165957188	166390771	lncRNA
CEACAMP11	AvT	chr19	43278933	43284318	unprocessed_pseudogene
CD101-AS1	AvT	chr1	117025481	117060845	lncRNA
ENSG00000236145	AvT	chr2	121178327	121182580	lncRNA
ENSG00000236230	AvT	chr1	222086146	222389103	lncRNA
ENSG00000236235	AvT	chr22	15290718	15297196	unprocessed_pseudogene
GACAT3	AvT	chr2	16013928	16087201	lncRNA
LINC02653	AvT	chr10	90402521	90628981	lncRNA
CTSLP1	AvT	chr10	87386685	87390203	transcribed_unprocessed_pseudogene
ENSG00000236431	AvT	chr2	95536117	95536495	processed_pseudogene
FAM157A	AvT	chr3	198180755	198190365	transcribed_unprocessed_pseudogene
ENSG00000236469	AvT	chr2	71000440	71064746	lncRNA
ENSG00000236494	AvT	chr7	33793153	33803205	lncRNA
ENSG00000236601	AvT	chr1	356138	366052	lncRNA
FIBCD1-AS1	AvT	chr9	130933804	130945527	lncRNA
ARHGEF38	AvT	chr4	105552620	105708093	protein_coding
LINC01186	AvT	chrX	46256759	46327716	lncRNA
ENSG00000236829	AvT	chr16	386763	387233	transcribed_processed_pseudogene
ZKSCAN7-AS1	AvT	chr3	44553148	44685676	lncRNA
LINC02827	AvT	chr12	3300084	3325343	lncRNA
ENSG00000236921	AvT	chr9	22203798	22216807	lncRNA
LINC01378	AvT	chr4	117360565	117691188	lncRNA
LINC02851	AvT	chr9	6644522	6727438	lncRNA
GGT8P	AvT	chr2	91775944	91781169	unprocessed_pseudogene
FABP5P1	AvT	chr13	73100575	73100985	processed_pseudogene
HAND2-AS1	AvT	chr4	173521334	173697469	lncRNA
CKMT1B	AvT	chr15	43593054	43604901	protein_coding
RNF223	AvT	chr1	1070967	1074306	protein_coding
MGC27382	AvT	chr1	78222433	78369464	lncRNA
ENSG00000237464	AvT	chr20	45487381	45557424	lncRNA
ENSG00000237471	AvT	chr7	45940449	46000898	lncRNA
LINC01637	AvT	chr22	20957092	20964881	lncRNA
ENSG00000237498	AvT	chr2	82476825	82538711	lncRNA
GPAT2P1	AvT	chr2	95792220	95800166	transcribed_unprocessed_pseudogene
SHISA9	AvT	chr16	12901598	13240416	protein_coding
ENSG00000237588	AvT	chr1	156687695	156691997	lncRNA
IGKV1OR10-1	AvT	chr10	42185339	42185791	IG_V_pseudogene
DYRK3-AS1	AvT	chr1	206634133	206636239	lncRNA
ENSG00000237640	AvT	chr7	99919561	99948620	lncRNA
SCIRT	AvT	chr6	43931505	44074685	lncRNA
AMY1A	AvT	chr1	103650592	103664629	protein_coding
LINC02984	AvT	chr8	53393077	53524336	lncRNA
LINC01473	AvT	chr2	186032041	186486584	lncRNA
PRKCQ-AS1	AvT	chr10	6580419	6616921	lncRNA
RPL35P1	AvT	chr1	236981339	236981708	processed_pseudogene
LINC01808	AvT	chr2	19468997	19520102	lncRNA
LNCATV	AvT	chr1	234957342	234970062	lncRNA
LINC00426	AvT	chr13	30316360	30377145	lncRNA
TNFRSF14-AS1	AvT	chr1	2540861	2557059	lncRNA
OR7E7P	AvT	chr7	97946987	97947998	transcribed_unprocessed_pseudogene
IFNWP19	AvT	chr9	21455484	21456049	unprocessed_pseudogene
ASB14	AvT	chr3	57268342	57292685	protein_coding
CYP4F62P	AvT	chr2	130439285	130440296	transcribed_unprocessed_pseudogene
ENSG00000239572	AvT	chr3	87641412	87793629	lncRNA
APOBEC3G	AvT	chr22	39077059	39087743	protein_coding
ENSG00000239991	AvT	chr3	55162566	55178107	lncRNA
LINC02004	AvT	chr3	134312144	134341848	lncRNA
TEX35	AvT	chr1	178513109	178548602	protein_coding
SNHG33	AvT	chr3	183451741	183455335	transcribed_unprocessed_pseudogene
ENSG00000240040	AvT	chr2	88811186	88861563	lncRNA
SMKR1	AvT	chr7	129502531	129512918	protein_coding
CPHL1P	AvT	chr3	149229431	149276664	transcribed_unitary_pseudogene
TM4SF1-AS1	AvT	chr3	149354658	149386604	lncRNA
ENSG00000240687	AvT	chr2	9631167	9713301	lncRNA
LINC03014	AvT	chr7	149549	165520	lncRNA
HOXA11-AS	AvT	chr7	27184507	27189298	lncRNA
HLA-DOB	AvT	chr6	32812763	32820466	protein_coding
LINC02614	AvT	chr3	125782336	125916427	lncRNA
LINC01487	AvT	chr3	155240908	155258766	lncRNA
ENSG00000241449	AvT	chr7	150033653	150076655	lncRNA
ENSG00000241679	AvT	chr3	143083988	143152387	lncRNA
ARPC1A	AvT	chr7	99325880	99366267	protein_coding
XACT	AvT	chrX	113616300	114059289	lncRNA
RPSAP52	AvT	chr12	65758121	65758998	transcribed_processed_pseudogene
LINC03000	AvT	chr5	164296349	165172698	lncRNA
ENSG00000242078	AvT	chr7	129783370	129785185	lncRNA
LASTR	AvT	chr10	5594980	5635925	lncRNA
RPL7AP27	AvT	chr4	188349376	188350024	processed_pseudogene
MAT2AP1	AvT	chr3	112696908	112697706	unprocessed_pseudogene
MBL1P	AvT	chr10	79920327	79923032	transcribed_unitary_pseudogene
FAM86LP	AvT	chr7	6931684	6939603	transcribed_unprocessed_pseudogene
CD200R1L-AS1	AvT	chr3	112802478	112812819	lncRNA
EPS15P1	AvT	chr7	46782800	46783135	transcribed_processed_pseudogene
TDRD6-AS1	AvT	chr6	46670427	46688295	lncRNA
MACC1-OT1	AvT	chr7	19898489	20140453	lncRNA
PSG4	AvT	chr19	43192702	43207299	protein_coding
ENSG00000243225	AvT	chr14	76968683	76969145	processed_pseudogene
PRAF2	AvT	chrX	49071161	49074017	protein_coding
VSIG8	AvT	chr1	159854316	159862657	protein_coding
AOX2P	AvT	chr2	200738608	200791630	transcribed_unprocessed_pseudogene
WFDC6	AvT	chr20	45534196	45539482	protein_coding
UPK3B	AvT	chr7	76510525	76516522	protein_coding
ENSG00000243620	AvT	chr3	146881783	147370656	lncRNA
LINC00880	AvT	chr3	157074061	157128595	lncRNA
OR7E66P	AvT	chr3	75347833	75348787	unprocessed_pseudogene
RPLP0P2	AvT	chr11	61636680	61637640	transcribed_processed_pseudogene
APOBEC3D	AvT	chr22	39021113	39033277	protein_coding
WDR86-AS1	AvT	chr7	151408943	151414243	lncRNA
UBE2H-DT	AvT	chr7	129953068	130026989	lncRNA
DNAJC25-GNG10	AvT	chr9	111631386	111670229	protein_coding
LINC01322	AvT	chr3	165206440	165846519	lncRNA
P2RY11	AvT	chr19	10111693	10115372	protein_coding
ARHGEF35-AS1	AvT	chr7	144194858	144300934	lncRNA
RN7SL636P	AvT	chr20	50429190	50429483	misc_RNA
LINC01213	AvT	chr3	150039083	150244234	lncRNA
LINC02453	AvT	chr12	98442410	98503916	lncRNA
A2M-AS1	AvT	chr12	9065163	9068689	lncRNA
USP2-AS1	AvT	chr11	119356467	119659284	lncRNA
RORA-AS1	AvT	chr15	60479151	60630637	lncRNA
LNCRNA-IUR	AvT	chr11	95150499	95309854	lncRNA
LINC02202	AvT	chr5	159099960	159162049	lncRNA
CEBPA	AvT	chr19	33299934	33302534	protein_coding
GS1-24F4.2	AvT	chr8	6835515	6885358	lncRNA
NSMCE1-DT	AvT	chr16	27268205	27290492	lncRNA
BTG1-DT	AvT	chr12	92144900	92252555	lncRNA
TNFRSF10B-AS1	AvT	chr8	23068229	23083619	lncRNA
RRS1-DT	AvT	chr8	66209800	66432399	lncRNA
PRR7-AS1	AvT	chr5	177433655	177455513	lncRNA
PPM1K-DT	AvT	chr4	88283967	88370797	lncRNA
LINC00968	AvT	chr8	56494305	56560407	lncRNA
LINC02481	AvT	chr4	6680936	6693673	lncRNA
RASSF8-AS1	AvT	chr12	25936683	25959765	lncRNA
SOCS2-AS1	AvT	chr12	93501115	93571768	lncRNA
ENSG00000247134	AvT	chr8	32927913	33076792	lncRNA
LY6E-DT	AvT	chr8	142981707	143018626	lncRNA
GPRC5D-AS1	AvT	chr12	12927682	13022056	lncRNA
ARHGAP42-AS1	AvT	chr11	100684161	100687968	lncRNA
INSL3	AvT	chr19	17816512	17821574	protein_coding
NFKB1-AS1	AvT	chr4	102418602	102502487	lncRNA
LINC03140	AvT	chr4	128567933	128570531	lncRNA
WHAMMP2	AvT	chr15	28737583	28754869	transcribed_unprocessed_pseudogene
ST13P12	AvT	chr5	82968888	82977153	processed_pseudogene
GASK1B-AS1	AvT	chr4	158170752	158202877	lncRNA
ENSG00000248491	AvT	chr4	127094410	127470632	lncRNA
ENSG00000248515	AvT	chr4	19455418	20031489	lncRNA
LINC02437	AvT	chr4	184988997	185005186	lncRNA
PPP1R3B-DT	AvT	chr8	9151669	9426716	lncRNA
OTX2-AS1	AvT	chr14	56813183	57152177	lncRNA
ENSG00000248551	AvT	chr4	174977559	175451298	lncRNA
ENSG00000248597	AvT	chr5	1963346	1975382	lncRNA
SLEAR	AvT	chr8	101034868	101076407	lncRNA
LINC01085	AvT	chr4	14126339	14126664	transcribed_processed_pseudogene
LINC01948	AvT	chr5	56449986	56482121	lncRNA
LINC02428	AvT	chr4	103255788	103454667	lncRNA
LINC02065	AvT	chr5	66205120	66209893	lncRNA
LINC02899	AvT	chr5	23951348	24178273	lncRNA
FMN1	AvT	chr15	32765544	33194714	protein_coding
ENSG00000248927	AvT	chr5	120697770	120791533	lncRNA
ENSG00000248939	AvT	chr4	43133867	43234956	lncRNA
ENSG00000248954	AvT	chr17	49887590	49938666	lncRNA
ENSG00000248994	AvT	chr5	1927877	2119926	lncRNA
ENSG00000249061	AvT	chr5	86967321	87137712	lncRNA
LINC01093	AvT	chr4	184892858	184899908	lncRNA
ENSG00000249240	AvT	chr15	64841883	64930920	protein_coding
ENSG00000249244	AvT	chr4	119391831	119395335	unprocessed_pseudogene
ENSG00000249275	AvT	chr4	157637687	157678961	lncRNA
LINC02057	AvT	chr5	61194314	61305191	lncRNA
ENSG00000249295	AvT	chr5	69477461	69506253	lncRNA
LINC01411	AvT	chr5	174336250	174532457	lncRNA
ARL2BPP4	AvT	chr5	130529419	130529889	processed_pseudogene
ENSG00000249328	AvT	chr8	79769372	79871784	lncRNA
LINC02997	AvT	chr5	67379378	67806600	lncRNA
ENSG00000249526	AvT	chr5	139684637	139775472	lncRNA
LINC02225	AvT	chr5	57890327	57899162	lncRNA
LINC00942	AvT	chr12	1500454	1510830	lncRNA
ENSG00000249639	AvT	chr5	135446026	135458735	lncRNA
ENSG00000249685	AvT	chr4	39133913	39135608	lncRNA
ENSG00000249752	AvT	chr4	149027445	149062522	lncRNA
ENSG00000249753	AvT	chr12	63623788	63795718	lncRNA
RNF103-CHMP3	AvT	chr2	86505668	86721122	protein_coding
LINC00536	AvT	chr8	115950511	116451731	lncRNA
TMEM158	AvT	chr3	45224466	45226287	protein_coding
SLC7A11-AS1	AvT	chr4	138057464	138178177	lncRNA
SH3TC2-DT	AvT	chr5	149063199	149130020	lncRNA
NREP-AS1	AvT	chr5	111912508	112017309	lncRNA
ENSG00000250111	AvT	chr17	18835707	18842364	transcribed_unprocessed_pseudogene
LINC02232	AvT	chr4	64885649	65024485	lncRNA
PKD2L2-DT	AvT	chr5	137757764	137889434	lncRNA
FZD10-AS1	AvT	chr12	130144315	130163495	lncRNA
KRT8P32	AvT	chr5	98392070	98393530	processed_pseudogene
LINC01618	AvT	chr4	52750883	52753440	lncRNA
LINC02762	AvT	chr11	112270707	112376036	lncRNA
TRMT9B	AvT	chr8	12945642	13031503	protein_coding
PURPL	AvT	chr5	27217714	27497871	lncRNA
ENSG00000250522	AvT	chr4	105540190	105552437	lncRNA
ENSG00000250532	AvT	chr4	74418736	74440458	lncRNA
YPEL3-DT	AvT	chr16	30096363	30105193	lncRNA
LINC01182	AvT	chr4	13654295	14254578	lncRNA
ENSG00000250646	AvT	chr4	55053060	55092534	lncRNA
ENSG00000250657	AvT	chr4	43340875	43345600	lncRNA
ENSG00000250703	AvT	chr5	26670334	26670481	processed_pseudogene
LINC02381	AvT	chr12	54126019	54147485	lncRNA
MSRB3-AS1	AvT	chr12	65466820	65642372	lncRNA
ENSG00000250770	AvT	chr12	3298210	3337202	transcribed_unprocessed_pseudogene
SNHG18	AvT	chr5	9545647	9597347	lncRNA
ZBED3-AS1	AvT	chr5	77086688	77166909	lncRNA
ZNF475	AvT	chr5	122129622	122184959	protein_coding
ENSG00000250820	AvT	chr5	175906939	175958538	lncRNA
ENSG00000250842	AvT	chr5	145337932	145381724	lncRNA
ENSG00000250993	AvT	chr4	179389134	179465305	lncRNA
GGCTP1	AvT	chr5	95834424	95835046	transcribed_processed_pseudogene
LINC01950	AvT	chr5	106815197	107011052	lncRNA
PARAIL	AvT	chr8	89545423	89902429	lncRNA
LINC02882	AvT	chr12	73621834	74509544	lncRNA
TRPC6P7	AvT	chr4	184910889	184911352	processed_pseudogene
ENSG00000251152	AvT	chr4	11469250	11478196	lncRNA
PSMA2P2	AvT	chr8	93939364	93942877	processed_pseudogene
ZNF345	AvT	chr19	36850338	36913029	protein_coding
EGFLAM-AS5	AvT	chr5	38460925	38469466	lncRNA
ENSG00000251313	AvT	chr4	9030286	9031066	processed_pseudogene
SHANK3	AvT	chr22	50674408	50733212	protein_coding
MSANTD3-TMEFF1	AvT	chr9	100442271	100577636	protein_coding
LINC01094	AvT	chr4	78623173	78769640	lncRNA
FOXD1	AvT	chr5	73444827	73448777	protein_coding
FHIP1A-DT	AvT	chr4	151333774	151409040	lncRNA
ENSG00000251615	AvT	chr4	8355090	8358338	lncRNA
ENSG00000251630	AvT	chr4	49561285	49561470	processed_pseudogene
IFITM3-AS1	AvT	chr11	318582	330206	lncRNA
CHSY3-AS1	AvT	chr5	129500361	129905980	lncRNA
ENSG00000251867	AvT	chr8	80484561	80486699	lncRNA
EGR3-AS1	AvT	chr8	22690150	22798616	lncRNA
ENSG00000253130	AvT	chr8	8555264	8574057	lncRNA
ENSG00000253141	AvT	chr5	173463484	173484584	lncRNA
ENSG00000253154	AvT	chr8	85826258	85951088	lncRNA
LINC01605	AvT	chr8	37406399	37625873	lncRNA
ENSG00000253166	AvT	chr8	202660	202897	transcribed_unprocessed_pseudogene
ENSG00000253171	AvT	chr8	87974165	88019113	lncRNA
LINC02948	AvT	chr8	29494231	29583951	lncRNA
C8orf88	AvT	chr8	90958084	90985238	protein_coding
LINC02209	AvT	chr8	29920560	29953724	lncRNA
ENSG00000253282	AvT	chr8	101287361	101293783	lncRNA
TMEM200B	AvT	chr1	29119429	29123918	protein_coding
C1orf210	AvT	chr1	43281866	43285908	protein_coding
MAILR	AvT	chr8	102864029	103002424	lncRNA
ENSG00000253334	AvT	chr8	81791823	81815714	lncRNA
ENSG00000253348	AvT	chr5	170744869	170788724	lncRNA
COX6B1P6	AvT	chr8	89823548	89823802	processed_pseudogene
PCAT1	AvT	chr8	126556323	127419050	lncRNA
ENSG00000253474	AvT	chr8	49086301	49229174	lncRNA
ENSG00000253477	AvT	chr8	103483398	103501676	lncRNA
MIR3142HG	AvT	chr5	160438594	160600965	lncRNA
ENSG00000253524	AvT	chr8	36004310	36095295	lncRNA
